Class,Value,Timestamp
Toilet,1,2019-04-01 17:02:20
Toilet,0,2019-04-01 17:06:29
Toilet,1,2019-04-01 17:06:57
Toilet,0,2019-04-01 17:11:13
Toilet,1,2019-04-01 18:08:05
Toilet,0,2019-04-01 18:10:24
Toilet,1,2019-04-01 18:54:05
Toilet,0,2019-04-01 19:04:25
Toilet,1,2019-04-01 19:09:01
Toilet,0,2019-04-01 19:11:17
Toilet,1,2019-04-01 22:21:52
Toilet,0,2019-04-01 22:24:13
Toilet,1,2019-04-02 04:59:42
Toilet,0,2019-04-02 05:03:48
Toilet,1,2019-04-02 05:07:46
Toilet,0,2019-04-02 05:10:05
Toilet,1,2019-04-02 05:12:22
Toilet,0,2019-04-02 05:14:30
Toilet,1,2019-04-02 05:16:26
Toilet,0,2019-04-02 05:18:53
Toilet,1,2019-04-02 05:48:45
Toilet,0,2019-04-02 05:50:59
Toilet,1,2019-04-02 06:10:14
Toilet,0,2019-04-02 06:12:28
Toilet,1,2019-04-02 06:26:05
Toilet,0,2019-04-02 06:28:13
Toilet,1,2019-04-02 06:28:37
Toilet,0,2019-04-02 06:33:02
Toilet,1,2019-04-02 06:36:31
Toilet,0,2019-04-02 06:38:43
Toilet,1,2019-04-02 06:47:54
Toilet,0,2019-04-02 06:50:20
Toilet,1,2019-04-02 07:00:02
Toilet,0,2019-04-02 07:02:18
Toilet,1,2019-04-02 07:05:19
Toilet,0,2019-04-02 07:07:31
Toilet,1,2019-04-02 07:17:00
Toilet,0,2019-04-02 07:19:08
Toilet,1,2019-04-02 07:19:47
Toilet,0,2019-04-02 07:22:07
Toilet,1,2019-04-02 07:23:00
Toilet,0,2019-04-02 07:25:08
Toilet,1,2019-04-02 07:25:23
Toilet,0,2019-04-02 07:27:36
Toilet,1,2019-04-02 07:44:46
Toilet,0,2019-04-02 07:46:57
Toilet,1,2019-04-02 07:48:47
Toilet,0,2019-04-02 07:50:55
Toilet,1,2019-04-02 07:54:39
Toilet,0,2019-04-02 07:58:44
Toilet,1,2019-04-02 09:36:50
Toilet,0,2019-04-02 09:41:02
Toilet,1,2019-04-02 09:41:13
Toilet,0,2019-04-02 09:43:33
Toilet,1,2019-04-02 10:32:44
Toilet,0,2019-04-02 10:35:03
Toilet,1,2019-04-02 12:40:53
Toilet,0,2019-04-02 12:49:38
Toilet,1,2019-04-02 13:08:02
Toilet,0,2019-04-02 13:10:14
Toilet,1,2019-04-02 14:45:38
Toilet,0,2019-04-02 14:47:47
Toilet,1,2019-04-02 16:53:58
Toilet,0,2019-04-02 16:58:06
Toilet,1,2019-04-02 16:58:38
Toilet,0,2019-04-02 17:00:53
Toilet,1,2019-04-02 17:42:56
Toilet,0,2019-04-02 17:45:07
Toilet,1,2019-04-02 18:50:50
Toilet,0,2019-04-02 18:59:07
Toilet,1,2019-04-02 18:59:19
Toilet,0,2019-04-02 19:01:31
Toilet,1,2019-04-02 19:02:02
Toilet,0,2019-04-02 19:04:14
Toilet,1,2019-04-02 19:07:58
Toilet,0,2019-04-02 19:10:09
Toilet,1,2019-04-02 19:15:54
Toilet,0,2019-04-02 19:18:06
Toilet,1,2019-04-02 19:25:11
Toilet,0,2019-04-02 19:27:23
Toilet,1,2019-04-02 21:21:25
Toilet,0,2019-04-02 21:25:41
Toilet,1,2019-04-03 05:04:14
Toilet,0,2019-04-03 05:08:19
Toilet,1,2019-04-03 05:39:46
Toilet,0,2019-04-03 05:42:04
Toilet,1,2019-04-03 06:02:34
Toilet,0,2019-04-03 06:08:57
Toilet,1,2019-04-03 07:07:53
Toilet,0,2019-04-03 07:10:07
Toilet,1,2019-04-03 07:10:44
Toilet,0,2019-04-03 07:13:03
Toilet,1,2019-04-03 07:29:58
Toilet,0,2019-04-03 07:32:10
Toilet,1,2019-04-03 08:39:50
Toilet,0,2019-04-03 08:42:08
Toilet,1,2019-04-03 09:34:04
Toilet,0,2019-04-03 09:36:24
Toilet,1,2019-04-03 09:36:40
Toilet,0,2019-04-03 09:38:51
Toilet,1,2019-04-03 09:40:01
Toilet,0,2019-04-03 09:42:12
Toilet,1,2019-04-03 11:24:06
Toilet,0,2019-04-03 11:26:14
Toilet,1,2019-04-03 11:30:36
Toilet,0,2019-04-03 11:32:48
Toilet,1,2019-04-03 11:35:58
Toilet,0,2019-04-03 11:38:18
Toilet,1,2019-04-03 11:38:44
Toilet,0,2019-04-03 11:42:48
Toilet,1,2019-04-03 11:49:23
Toilet,0,2019-04-03 11:51:31
Toilet,1,2019-04-03 11:54:25
Toilet,0,2019-04-03 11:56:37
Toilet,1,2019-04-03 11:59:58
Toilet,0,2019-04-03 12:02:10
Toilet,1,2019-04-03 12:13:06
Toilet,0,2019-04-03 12:15:18
Toilet,1,2019-04-03 12:32:39
Toilet,0,2019-04-03 12:44:56
Toilet,1,2019-04-03 13:00:32
Toilet,0,2019-04-03 13:02:39
Toilet,1,2019-04-03 13:03:58
Toilet,0,2019-04-03 13:06:11
Toilet,1,2019-04-03 13:07:10
Toilet,0,2019-04-03 13:09:31
Toilet,1,2019-04-03 13:10:53
Toilet,0,2019-04-03 13:15:12
Toilet,1,2019-04-03 13:15:28
Toilet,0,2019-04-03 13:37:25
Toilet,1,2019-04-03 13:38:20
Toilet,0,2019-04-03 13:40:35
Toilet,1,2019-04-03 13:45:28
Toilet,0,2019-04-03 13:47:40
Toilet,1,2019-04-03 15:23:43
Toilet,0,2019-04-03 15:25:55
Toilet,1,2019-04-03 15:46:51
Toilet,0,2019-04-03 15:49:03
Toilet,1,2019-04-03 15:49:40
Toilet,0,2019-04-03 15:52:00
Toilet,1,2019-04-03 16:36:01
Toilet,0,2019-04-03 16:38:20
Toilet,1,2019-04-03 16:39:24
Toilet,0,2019-04-03 16:41:32
Toilet,1,2019-04-03 16:49:04
Toilet,0,2019-04-03 16:51:16
Toilet,1,2019-04-03 16:52:13
Toilet,0,2019-04-03 16:54:33
Toilet,1,2019-04-03 17:01:29
Toilet,0,2019-04-03 17:03:48
Toilet,1,2019-04-03 17:55:45
Toilet,0,2019-04-03 17:57:56
Toilet,1,2019-04-03 18:02:47
Toilet,0,2019-04-03 18:05:15
Toilet,1,2019-04-03 18:05:40
Toilet,0,2019-04-03 18:07:52
Toilet,1,2019-04-03 18:11:50
Toilet,0,2019-04-03 18:14:09
